NO2,SO2,CO,O3,Aerosol_Index,location
9.73e-05,-3.26e-05,0.041556709,0.120042481,-1.032598972,"Anand Vihar, Delhi"
9.455e-05,0.000300946,0.0398953855,0.1203890185,-0.177806633,"Anand Vihar, Delhi"
9.18e-05,0.000634492,0.038234062,0.120735556,-0.86638876,"Anand Vihar, Delhi"
7.96e-05,-0.000129541,0.038101278,0.119539112,-0.550412297,"Anand Vihar, Delhi"
8.965e-05,-1.02195e-05,0.037968494,0.1182487765,-0.739658432,"Anand Vihar, Delhi"
9.97e-05,0.000109102,0.03783571,0.116958441,-0.928904567,"Anand Vihar, Delhi"
0.000118454,0.000167296,0.037190121,0.118436279,-1.150311203,"Anand Vihar, Delhi"
9.05e-05,0.000409975,0.036972877,0.121116467,-0.938572705,"Anand Vihar, Delhi"
8.76e-05,0.00024704999999999996,0.036755633,0.120307378,-0.563585699,"Anand Vihar, Delhi"
9.97045e-05,8.4125e-05,0.038271638,0.1194592635,-0.6904139819999999,"Anand Vihar, Delhi"
0.000111809,-7.88e-05,0.039787643,0.118611149,-0.817242265,"Anand Vihar, Delhi"
0.000128234,-0.000323245,0.046877582,0.119272705,-0.956381382,"Anand Vihar, Delhi"
0.00011787,0.000299501,0.0483725735,0.116521366,-0.673415959,"Anand Vihar, Delhi"
0.000146503,0.000443983,0.049867565,0.11597558333333334,-0.687352105,"Anand Vihar, Delhi"
0.000175136,0.000588465,0.051362556499999996,0.11542980066666667,-0.7012882509999999,"Anand Vihar, Delhi"
0.000203769,0.000732947,0.052857548,0.114884018,-0.715224397,"Anand Vihar, Delhi"
0.000175594,9.44e-05,0.05278393633333333,0.114816129,-0.442674786,"Anand Vihar, Delhi"
