location,date,PM2.5_ground,PM10_ground,NO2_ground,SO2_ground,CO_ground,O3_ground
"Anand Vihar, Delhi - DPCC",2020-09-25,42.21,163.83,86.51,13.22,2.42,24.19
"Anand Vihar, Delhi - DPCC",2020-09-26,53.31,216.86,87.14,21.47,2.23,20.78
"Anand Vihar, Delhi - DPCC",2020-09-27,18.9,151.17,62.47,9.47,1.78,23.46
"Anand Vihar, Delhi - DPCC",2020-09-28,46.82,227.36,70.38,17.68,2.52,26.03
"Anand Vihar, Delhi - DPCC",2020-09-29,50.78,227.42,65.74,24.11,2.09,33.03
"Anand Vihar, Delhi - DPCC",2020-09-30,41.14,200.48,72.19,17.2,1.26,30.31
"Anand Vihar, Delhi - DPCC",2020-10-01,45.7,199.29,78.18,17.6,2.38,27.86
"Anand Vihar, Delhi - DPCC",2020-10-02,53.83,217.17,79.67,12.5,1.68,33.1
"Anand Vihar, Delhi - DPCC",2020-10-03,61.96,214.79,85.42,29.39,1.85,28.17
"Anand Vihar, Delhi - DPCC",2020-10-04,71.06,235.03,87.77,19.45,2.64,32.57
"Anand Vihar, Delhi - DPCC",2020-10-05,57.22,221.91,84.98,20.91,1.86,34.28
"Anand Vihar, Delhi - DPCC",2020-10-06,71.1,243.61,91.21,20.99,2.65,28.3
"Anand Vihar, Delhi - DPCC",2020-10-07,119.7,297.71,94.07,18.84,2.07,30.22
"Anand Vihar, Delhi - DPCC",2020-10-08,78.32,241.2,84.66,24.89,2.34,35.27
"Anand Vihar, Delhi - DPCC",2020-10-09,94.12,275.28,76.57,24.3,2.05,26.48
"Anand Vihar, Delhi - DPCC",2020-10-10,95.53,237.4,62.03,25.93,2.1,40.67
"Anand Vihar, Delhi - DPCC",2020-10-11,100.83,235.65,62.83,27.16,2.37,39.54
"Anand Vihar, Delhi - DPCC",2020-10-12,171.16,328.46,73.69,45.31,2.98,46.94
"Anand Vihar, Delhi - DPCC",2020-10-13,134.83,299.65,63.26,26.29,3.06,44.97
"Anand Vihar, Delhi - DPCC",2020-10-14,138.18,289.71,67.88,41.02,2.72,38.17
"Anand Vihar, Delhi - DPCC",2020-10-15,162.47,322.19,68.1,26.93,3.18,34.85
"Anand Vihar, Delhi - DPCC",2020-10-16,131.31,291.49,74.3,27.09,2.92,32.59
"Anand Vihar, Delhi - DPCC",2020-10-17,152.93,379.91,83.0,18.48,3.37,31.28
"Anand Vihar, Delhi - DPCC",2020-10-18,109.3,280.52,66.8,11.72,2.17,28.42
"Anand Vihar, Delhi - DPCC",2020-10-19,127.77,316.93,67.56,18.89,3.37,32.08
"Anand Vihar, Delhi - DPCC",2020-10-20,101.67,307.77,76.71,25.13,2.93,30.34
"Anand Vihar, Delhi - DPCC",2020-10-21,145.18,332.78,75.06,18.32,3.67,24.41
"Anand Vihar, Delhi - DPCC",2020-10-22,204.87,432.46,102.73,23.17,3.93,25.51
"Anand Vihar, Delhi - DPCC",2020-10-23,266.35,493.34,115.03,14.98,4.07,31.13
"Anand Vihar, Delhi - DPCC",2020-10-24,258.65,493.19,106.39,15.54,4.07,33.28
"Anand Vihar, Delhi - DPCC",2020-10-25,297.67,562.46,109.6,16.29,5.22,39.35
"Anand Vihar, Delhi - DPCC",2020-10-26,248.26,458.82,121.65,17.1,3.73,51.85
"Anand Vihar, Delhi - DPCC",2020-10-27,185.8,370.93,98.41,10.98,3.4,40.47
"Anand Vihar, Delhi - DPCC",2020-10-28,213.48,450.52,124.92,17.93,3.78,26.74
"Anand Vihar, Delhi - DPCC",2020-10-29,314.1,572.52,133.38,30.52,4.8,31.34
"Anand Vihar, Delhi - DPCC",2020-10-30,245.32,583.81,114.63,14.7,4.73,28.3
"Anand Vihar, Delhi - DPCC",2020-10-31,285.95,461.75,99.47,11.39,2.97,30.85
"Anand Vihar, Delhi - DPCC",2020-11-01,307.15,502.02,97.24,16.35,3.5,28.4
"Anand Vihar, Delhi - DPCC",2020-11-02,203.16,410.54,135.04,15.44,3.84,24.45
"Anand Vihar, Delhi - DPCC",2020-11-03,173.22,402.81,152.07,18.96,4.36,24.84
"Anand Vihar, Delhi - DPCC",2020-11-04,374.5,615.3,160.41,14.61,4.36,18.5
"Anand Vihar, Delhi - DPCC",2020-11-05,319.57,555.23,163.0,18.97,4.29,24.38
"Anand Vihar, Delhi - DPCC",2020-11-06,304.23,556.86,127.81,17.07,4.56,24.37
"Anand Vihar, Delhi - DPCC",2020-11-07,373.41,604.15,134.64,15.66,3.92,31.18
"Anand Vihar, Delhi - DPCC",2020-11-08,434.74,691.37,159.35,28.54,3.2,31.36
"Anand Vihar, Delhi - DPCC",2020-11-09,556.97,729.94,163.75,16.81,5.18,24.81
"Anand Vihar, Delhi - DPCC",2020-11-10,518.58,455.47,123.3,20.46,5.27,33.07
"Anand Vihar, Delhi - DPCC",2020-11-11,275.74,527.9,94.68,26.74,4.37,39.72
"Anand Vihar, Delhi - DPCC",2020-11-12,218.85,466.12,118.63,23.92,4.04,29.08
"Anand Vihar, Delhi - DPCC",2020-11-13,297.3,521.62,136.93,11.04,4.33,37.69
"Anand Vihar, Delhi - DPCC",2020-11-14,473.67,674.16,127.94,20.71,4.29,39.38
"Anand Vihar, Delhi - DPCC",2020-11-15,280.85,332.18,88.37,21.31,2.65,52.1
"Anand Vihar, Delhi - DPCC",2020-11-16,99.29,163.57,56.31,10.91,2.15,36.16
"Anand Vihar, Delhi - DPCC",2020-11-17,88.28,203.32,76.02,8.73,2.36,18.14
"Anand Vihar, Delhi - DPCC",2020-11-18,113.9,248.23,98.28,7.39,2.34,26.14
"Anand Vihar, Delhi - DPCC",2020-11-19,197.49,319.24,101.28,15.01,2.37,24.88
"Anand Vihar, Delhi - DPCC",2020-11-20,153.16,280.39,96.93,12.75,2.39,27.94
"Anand Vihar, Delhi - DPCC",2020-11-21,115.25,238.9,78.36,9.8,2.43,31.78
"Anand Vihar, Delhi - DPCC",2020-11-22,153.29,300.1,93.58,11.16,2.91,24.52
"Anand Vihar, Delhi - DPCC",2020-11-23,227.46,420.95,123.71,32.26,4.23,34.48
"Anand Vihar, Delhi - DPCC",2020-11-24,339.79,552.15,129.35,42.4,4.58,67.92
"Anand Vihar, Delhi - DPCC",2020-11-25,322.98,476.16,94.68,37.56,2.89,49.85
"Anand Vihar, Delhi - DPCC",2020-11-26,122.26,201.88,66.18,11.05,2.15,19.52
"Anand Vihar, Delhi - DPCC",2020-11-27,76.14,188.64,84.06,11.91,2.3,18.39
"Anand Vihar, Delhi - DPCC",2020-11-28,126.65,254.6,96.71,9.57,3.02,20.96
"Anand Vihar, Delhi - DPCC",2020-11-29,174.97,320.15,110.85,13.45,3.85,20.04
"Anand Vihar, Delhi - DPCC",2020-11-30,223.73,417.82,117.87,14.01,4.63,19.86
"Anand Vihar, Delhi - DPCC",2020-12-01,327.43,516.54,138.31,19.2,4.09,18.46
"Anand Vihar, Delhi - DPCC",2020-12-02,215.73,468.02,127.53,12.07,4.73,18.22
"Anand Vihar, Delhi - DPCC",2020-12-03,221.95,392.23,138.92,13.17,3.88,18.67
"Anand Vihar, Delhi - DPCC",2020-12-04,329.03,502.22,126.39,23.86,4.25,49.12
"Anand Vihar, Delhi - DPCC",2020-12-05,283.11,387.5,94.5,7.51,2.62,35.71
"Anand Vihar, Delhi - DPCC",2020-12-06,279.36,406.71,102.72,15.26,3.36,35.64
"Anand Vihar, Delhi - DPCC",2020-12-07,325.58,445.38,106.56,15.98,4.63,20.01
"Anand Vihar, Delhi - DPCC",2020-12-08,253.86,361.79,103.15,23.5,3.69,24.08
"Anand Vihar, Delhi - DPCC",2020-12-09,271.81,357.96,70.65,20.9,3.65,19.02
"Anand Vihar, Delhi - DPCC",2020-12-10,162.93,249.48,40.69,10.99,2.73,16.65
"Anand Vihar, Delhi - DPCC",2020-12-11,200.33,282.66,30.01,25.48,2.95,20.84
"Anand Vihar, Delhi - DPCC",2020-12-12,278.42,300.5,19.81,20.02,2.92,16.5
"Anand Vihar, Delhi - DPCC",2020-12-13,123.39,151.39,15.39,12.46,1.97,21.6
"Anand Vihar, Delhi - DPCC",2020-12-14,120.47,147.07,15.65,11.97,1.85,25.72
"Anand Vihar, Delhi - DPCC",2020-12-15,153.69,179.12,17.75,20.89,2.08,26.79
"Anand Vihar, Delhi - DPCC",2020-12-16,134.51,168.51,17.79,13.36,2.14,25.94
"Anand Vihar, Delhi - DPCC",2020-12-17,157.15,195.32,16.62,10.81,2.34,26.74
"Anand Vihar, Delhi - DPCC",2020-12-18,150.26,225.25,4.87,14.78,2.55,30.97
"Anand Vihar, Delhi - DPCC",2020-12-19,165.63,258.31,103.03,18.81,3.23,26.92
"Anand Vihar, Delhi - DPCC",2020-12-20,224.08,305.01,98.25,16.47,3.62,25.49
"Anand Vihar, Delhi - DPCC",2020-12-21,276.09,387.92,103.04,22.05,4.11,22.44
"Anand Vihar, Delhi - DPCC",2020-12-22,466.81,534.21,121.51,21.34,4.09,21.92
"Anand Vihar, Delhi - DPCC",2020-12-23,414.42,524.25,127.06,20.25,5.5,23.43
"Anand Vihar, Delhi - DPCC",2020-12-24,357.85,425.49,126.98,21.87,4.48,21.26
"Anand Vihar, Delhi - DPCC",2020-12-25,230.69,304.02,106.9,13.42,3.27,21.02
"Anand Vihar, Delhi - DPCC",2020-12-26,274.77,349.91,115.35,13.67,3.63,20.3
"Anand Vihar, Delhi - DPCC",2020-12-27,269.5,324.29,89.76,13.53,2.62,29.22
"Anand Vihar, Delhi - DPCC",2020-12-28,95.99,211.69,70.73,16.52,1.88,29.71
"Anand Vihar, Delhi - DPCC",2020-12-29,144.11,238.29,80.1,16.27,2.13,33.61
"Anand Vihar, Delhi - DPCC",2020-12-30,191.23,224.09,66.89,12.25,2.23,28.81
"Anand Vihar, Delhi - DPCC",2020-12-31,306.63,355.72,101.23,15.1,3.35,26.34
"Anand Vihar, Delhi - DPCC",2021-01-01,465.44,507.46,97.6,25.14,4.57,38.86
"Anand Vihar, Delhi - DPCC",2021-01-02,312.56,398.5,90.35,34.86,3.04,28.77
"Anand Vihar, Delhi - DPCC",2021-01-03,147.15,359.72249999999997,60.04,22.09,2.1,27.63
"Anand Vihar, Delhi - DPCC",2021-01-04,111.79,320.945,73.46,19.84,2.32,29.29
"Anand Vihar, Delhi - DPCC",2021-01-05,85.35,282.1675,56.34,29.44,2.04,32.29
"Anand Vihar, Delhi - DPCC",2021-01-06,147.11,243.39,55.27,21.11,2.26,32.68
"Anand Vihar, Delhi - DPCC",2021-01-07,131.17,203.55,53.06,12.49,2.14,27.91
"Anand Vihar, Delhi - DPCC",2021-01-08,208.98,318.94,60.25,20.41,2.23,20.19
"Anand Vihar, Delhi - DPCC",2021-01-09,168.98,254.18,63.96,20.01,2.26,16.96
"Anand Vihar, Delhi - DPCC",2021-01-10,135.55,200.28,58.42,12.36,2.07,20.99
"Anand Vihar, Delhi - DPCC",2021-01-11,140.67,212.06,72.35,12.82,2.22,21.57
"Anand Vihar, Delhi - DPCC",2021-01-12,192.56,258.19,77.41,14.74,2.6,16.91
"Anand Vihar, Delhi - DPCC",2021-01-13,295.41,372.25,88.43,18.45,3.12,21.01
"Anand Vihar, Delhi - DPCC",2021-01-14,460.66,551.15,106.3,36.21,4.07,32.74
"Anand Vihar, Delhi - DPCC",2021-01-15,482.07,599.13,99.58,34.31,4.24,31.58
"Anand Vihar, Delhi - DPCC",2021-01-16,328.41,374.56,81.8,18.85,3.25,13.44
"Anand Vihar, Delhi - DPCC",2021-01-17,247.89,274.21,49.17,16.02,2.41,23.51
"Anand Vihar, Delhi - DPCC",2021-01-18,255.96,343.45,66.76,24.5,3.54,27.39
"Anand Vihar, Delhi - DPCC",2021-01-19,299.0,367.73,81.57,20.86,3.69,17.59
"Anand Vihar, Delhi - DPCC",2021-01-20,165.25,237.09,72.71,15.18,2.63,16.28
"Anand Vihar, Delhi - DPCC",2021-01-21,164.18,284.55,103.3,17.06,3.44,22.72
"Anand Vihar, Delhi - DPCC",2021-01-22,267.46,335.07,63.59,11.61,3.12,19.07
"Anand Vihar, Delhi - DPCC",2021-01-23,181.57,239.89,58.67,12.19,2.42,26.74
"Anand Vihar, Delhi - DPCC",2021-01-24,261.26,359.8,56.28,12.69,2.77,15.98
"Anand Vihar, Delhi - DPCC",2021-01-25,181.7,274.23,77.9,14.24,3.0,19.47
"Anand Vihar, Delhi - DPCC",2021-01-26,215.08,306.13,56.03,15.02,4.7,36.67
"Anand Vihar, Delhi - DPCC",2021-01-27,202.31,350.42,97.41,16.37,3.62,21.61
"Anand Vihar, Delhi - DPCC",2021-01-28,348.08,461.27,96.77,26.93,4.07,50.9
"Anand Vihar, Delhi - DPCC",2021-01-29,268.22,389.7,89.06,15.02,3.06,24.67
"Anand Vihar, Delhi - DPCC",2021-01-30,183.07,301.49,93.45,19.43,3.07,24.03
"Anand Vihar, Delhi - DPCC",2021-01-31,250.67,393.06,102.98,18.67,4.12,24.16
"Anand Vihar, Delhi - DPCC",2021-02-01,312.19,460.73,118.78,30.49,4.19,31.63
"Anand Vihar, Delhi - DPCC",2021-02-02,293.64,421.41,121.69,23.87,3.86,23.86
"Anand Vihar, Delhi - DPCC",2021-02-03,191.88,285.61,62.02,16.63,2.37,28.28
"Anand Vihar, Delhi - DPCC",2021-02-04,153.38,230.73,62.31,18.23,2.2,21.08
"Anand Vihar, Delhi - DPCC",2021-02-05,68.26,158.71,65.37,14.18,2.05,22.3
"Anand Vihar, Delhi - DPCC",2021-02-06,92.69,186.91,60.45,14.25,2.06,23.03
"Anand Vihar, Delhi - DPCC",2021-02-07,139.89,248.84,69.34,14.74,2.52,25.39
"Anand Vihar, Delhi - DPCC",2021-02-08,202.0,299.45,58.88,9.44,3.01,22.03
"Anand Vihar, Delhi - DPCC",2021-02-09,231.15,408.54,93.33,22.56,3.37,22.96
"Anand Vihar, Delhi - DPCC",2021-02-10,241.7,404.65,77.91,21.91,3.13,33.23
"Anand Vihar, Delhi - DPCC",2021-02-11,205.54,320.14,104.51,12.96,2.38,25.88
"Anand Vihar, Delhi - DPCC",2021-02-12,256.27,398.2,98.99,6.02,2.12,17.03
"Anand Vihar, Delhi - DPCC",2021-02-13,287.24,454.43,134.18,11.86,2.33,26.29
"Anand Vihar, Delhi - DPCC",2021-02-14,248.3,436.86,140.25,21.46,2.3,32.19
"Anand Vihar, Delhi - DPCC",2021-02-15,194.13,362.89,124.46,17.67,1.81,31.45
"Anand Vihar, Delhi - DPCC",2021-02-16,195.83,344.16,116.94,29.56,1.83,31.25
"Anand Vihar, Delhi - DPCC",2021-02-17,184.76,346.1,126.9,18.21,1.94,26.56
"Anand Vihar, Delhi - DPCC",2021-02-18,185.26,316.44,117.77,21.67,1.84,27.3
"Anand Vihar, Delhi - DPCC",2021-02-19,191.26,329.66,119.85,18.15,1.87,27.24
"Anand Vihar, Delhi - DPCC",2021-02-20,150.45,277.83,108.33,14.29,1.88,26.95
"Anand Vihar, Delhi - DPCC",2021-02-21,185.0,323.68,126.72,17.99,1.76,30.91
"Anand Vihar, Delhi - DPCC",2021-02-22,155.89,325.0,122.58,17.5,2.41,28.11
"Anand Vihar, Delhi - DPCC",2021-02-23,130.29,359.24,146.38,14.91,3.29,28.68
"Anand Vihar, Delhi - DPCC",2021-02-24,201.6,501.88,146.4,16.07,3.93,32.69
"Anand Vihar, Delhi - DPCC",2021-02-25,154.87,357.91,111.8,10.46,2.68,32.54
"Anand Vihar, Delhi - DPCC",2021-02-26,122.43,332.45,99.28,22.92,2.99,25.48
"Anand Vihar, Delhi - DPCC",2021-02-27,86.83,284.56,83.23,9.41,1.99,22.95
"Anand Vihar, Delhi - DPCC",2021-02-28,86.93,238.4,79.07,14.72,1.79,33.74
"Anand Vihar, Delhi - DPCC",2021-03-01,69.21,219.05,72.4,19.25,1.88,40.13
"Anand Vihar, Delhi - DPCC",2021-03-02,67.82,251.69,71.12,14.02,1.7,47.2
"Anand Vihar, Delhi - DPCC",2021-03-03,103.78,292.81,106.2,28.41,2.42,34.44
"Anand Vihar, Delhi - DPCC",2021-03-04,190.08,435.07,137.85,33.74,3.16,70.89
"Anand Vihar, Delhi - DPCC",2021-03-05,116.88,301.38,93.96,19.49,2.04,36.13
"Anand Vihar, Delhi - DPCC",2021-03-06,102.33,256.7,96.52,23.55,2.62,37.8
"Anand Vihar, Delhi - DPCC",2021-03-07,146.96,325.54,76.36,27.25,2.08,62.74
"Anand Vihar, Delhi - DPCC",2021-03-08,110.19,244.88,59.03,20.67,1.92,50.57
"Anand Vihar, Delhi - DPCC",2021-03-09,145.62,321.17,73.35,32.34,2.05,41.72
"Anand Vihar, Delhi - DPCC",2021-03-10,87.66,231.2,87.79,24.34,2.18,42.78
"Anand Vihar, Delhi - DPCC",2021-03-11,152.0,316.71,84.03,32.46,2.57,46.92
"Anand Vihar, Delhi - DPCC",2021-03-12,88.96,222.77,66.9,16.66,1.83,31.51
"Anand Vihar, Delhi - DPCC",2021-03-13,127.71,279.96,82.1,34.7,2.21,41.67
"Anand Vihar, Delhi - DPCC",2021-03-14,92.08,215.46,76.45,19.67,1.92,30.93
"Anand Vihar, Delhi - DPCC",2021-03-15,97.65,259.06,76.67,18.48,1.9,26.95
"Anand Vihar, Delhi - DPCC",2021-03-16,104.21,322.23,79.39,21.19,1.91,23.88
"Anand Vihar, Delhi - DPCC",2021-03-17,119.0,368.4,92.83,21.94,2.11,24.71
"Anand Vihar, Delhi - DPCC",2021-03-18,128.19,371.04,98.43,19.88,2.3,29.4
"Anand Vihar, Delhi - DPCC",2021-03-19,107.11,283.32,69.06,20.79,2.04,31.24
"Anand Vihar, Delhi - DPCC",2021-03-20,118.34,280.65,47.92,24.15,2.19,30.95
"Anand Vihar, Delhi - DPCC",2021-03-21,114.02,305.49,61.07,20.54,2.28,33.3
"Anand Vihar, Delhi - DPCC",2021-03-22,88.76,284.68,43.16,23.25,2.06,32.59
"Anand Vihar, Delhi - DPCC",2021-03-23,83.62,302.16,71.22,19.28,1.92,22.06
"Anand Vihar, Delhi - DPCC",2021-03-24,82.72,240.65,113.8,24.83,1.73,37.91
"Anand Vihar, Delhi - DPCC",2021-03-25,47.04,153.21,95.78,18.38,1.84,40.94
"Anand Vihar, Delhi - DPCC",2021-03-26,63.02,168.49,116.94,20.57,2.11,40.49
"Anand Vihar, Delhi - DPCC",2021-03-27,111.31,278.88,126.43,22.82,2.51,36.44
"Anand Vihar, Delhi - DPCC",2021-03-28,161.81,311.03,151.67,40.05,2.32,53.61
"Anand Vihar, Delhi - DPCC",2021-03-29,70.72,217.25,81.89,23.0,2.4,80.14
"Anand Vihar, Delhi - DPCC",2021-03-30,113.05,401.09,105.75,18.54,2.52,45.18
"Anand Vihar, Delhi - DPCC",2021-03-31,48.57,217.01,106.9,16.53,1.48,52.8
"Anand Vihar, Delhi - DPCC",2021-04-01,43.49,241.08,105.73,14.82,1.51,48.57
"Anand Vihar, Delhi - DPCC",2021-04-02,64.66,182.8,126.13,22.07,1.83,34.1
"Anand Vihar, Delhi - DPCC",2021-04-03,80.82,189.39,140.93,30.35,1.93,36.51
"Anand Vihar, Delhi - DPCC",2021-04-04,77.34,187.58,114.91,30.12,2.16,44.66
"Anand Vihar, Delhi - DPCC",2021-04-05,127.48,290.15,193.19,51.86,2.34,64.91
"Anand Vihar, Delhi - DPCC",2021-04-06,125.75,309.31,188.53,36.5,1.97,40.0
"Anand Vihar, Delhi - DPCC",2021-04-07,84.85,253.97,122.71,28.53,1.91,38.96
"Anand Vihar, Delhi - DPCC",2021-04-08,50.75,150.98,109.78,19.2,1.94,39.38
"Anand Vihar, Delhi - DPCC",2021-04-09,63.76,199.92,112.94,23.5,2.12,39.85
"Anand Vihar, Delhi - DPCC",2021-04-10,63.31,184.85,227.55,23.78,2.31,41.73
"Anand Vihar, Delhi - DPCC",2021-04-11,76.61,217.74,235.06,27.62,2.28,41.39
"Anand Vihar, Delhi - DPCC",2021-04-12,131.08,294.45,174.03,35.76,2.19,58.31
"Anand Vihar, Delhi - DPCC",2021-04-13,107.05,269.78,104.9,31.84,2.21,92.06
"Anand Vihar, Delhi - DPCC",2021-04-14,65.59,201.41,86.65,21.51,1.91,63.98
"Anand Vihar, Delhi - DPCC",2021-04-15,80.72,260.85,100.9,22.9,2.07,32.25
"Anand Vihar, Delhi - DPCC",2021-04-16,93.22,314.68,73.09,25.24,1.73,41.89
"Anand Vihar, Delhi - DPCC",2021-04-17,51.54,132.51,44.54,20.34,1.51,55.21
"Anand Vihar, Delhi - DPCC",2021-04-18,80.81,137.92,48.53,33.29,1.63,75.94
"Anand Vihar, Delhi - DPCC",2021-04-19,75.53,149.49,58.57,25.51,1.79,60.52
"Anand Vihar, Delhi - DPCC",2021-04-20,85.87,164.25,47.99,47.23,1.57,57.39
"Anand Vihar, Delhi - DPCC",2021-04-21,70.42,106.63,55.84,31.29,1.56,45.75
"Anand Vihar, Delhi - DPCC",2021-04-22,60.57,116.89,48.62,28.96,1.52,62.12
"Anand Vihar, Delhi - DPCC",2021-04-23,51.83,116.89,48.27,30.76,1.53,53.42
"Anand Vihar, Delhi - DPCC",2021-04-24,47.97,96.52,58.84,23.93,1.65,50.99
"Anand Vihar, Delhi - DPCC",2021-04-25,97.09,168.61,82.39,25.5,2.1,50.22
"Anand Vihar, Delhi - DPCC",2021-04-26,180.55,276.11,112.86,31.66,2.66,47.53
"Anand Vihar, Delhi - DPCC",2021-04-27,205.11,328.64,111.89,36.13,2.68,46.67
"Anand Vihar, Delhi - DPCC",2021-04-28,238.66,388.03,98.91,15.76,3.48,37.15
"Anand Vihar, Delhi - DPCC",2021-04-29,157.12,333.99,94.45,27.09,3.02,44.71
"Anand Vihar, Delhi - DPCC",2021-04-30,114.51,296.09,84.93,32.11,2.38,46.08
"Anand Vihar, Delhi - DPCC",2021-05-01,88.1,239.61,76.14,25.44,2.97,60.66
"Anand Vihar, Delhi - DPCC",2021-05-02,70.86,224.9,72.17,18.75,2.95,39.61
"Anand Vihar, Delhi - DPCC",2021-05-03,87.05,370.61,70.84,20.83,2.77,37.25
"Anand Vihar, Delhi - DPCC",2021-05-04,64.85,239.97,70.34,13.94,2.2,41.96
"Anand Vihar, Delhi - DPCC",2021-05-05,77.84,168.07,52.94,31.11,1.77,64.72
"Anand Vihar, Delhi - DPCC",2021-05-06,67.55,143.72,37.8,15.52,2.88,70.59
"Anand Vihar, Delhi - DPCC",2021-05-07,64.63666666666667,136.47333333333333,37.15333333333333,11.66,2.5433333333333334,57.50666666666667
"Anand Vihar, Delhi - DPCC",2021-05-08,61.723333333333336,129.22666666666666,36.50666666666667,7.8,2.2066666666666666,44.42333333333333
"Anand Vihar, Delhi - DPCC",2021-05-09,58.81,121.98,35.86,3.94,1.87,31.34
"Anand Vihar, Delhi - DPCC",2021-05-10,52.9,122.23,29.3,8.72,2.62,28.67
"Anand Vihar, Delhi - DPCC",2021-05-11,54.77,139.02,24.55,6.04,2.05,30.57
"Anand Vihar, Delhi - DPCC",2021-05-12,49.2,111.74,24.95,6.22,1.75,23.87
"Anand Vihar, Delhi - DPCC",2021-05-13,48.94,114.44,26.09,10.92,2.27,32.12
"Anand Vihar, Delhi - DPCC",2021-05-14,52.26,101.68,23.83,4.81,1.62,28.31
"Anand Vihar, Delhi - DPCC",2021-05-15,63.53,185.01,30.22,13.81,2.82,29.19
"Anand Vihar, Delhi - DPCC",2021-05-16,84.97,155.98,43.26,33.84,2.49,53.34
"Anand Vihar, Delhi - DPCC",2021-05-17,93.24,174.57,49.84,10.88,1.85,39.08
"Anand Vihar, Delhi - DPCC",2021-05-18,31.49,72.95,22.22,5.08,1.45,14.66
"Anand Vihar, Delhi - DPCC",2021-05-19,42.2,60.62,20.27,3.49,1.57,14.79
"Anand Vihar, Delhi - DPCC",2021-05-20,51.47,93.93,20.14,3.54,1.44,17.64
"Anand Vihar, Delhi - DPCC",2021-05-21,31.8,61.85,20.58,4.03,2.23,16.4
"Anand Vihar, Delhi - DPCC",2021-05-22,32.66,109.4,31.8,3.96,1.91,18.21
"Anand Vihar, Delhi - DPCC",2021-05-23,302.84,375.71,25.57,4.0,1.41,22.11
"Anand Vihar, Delhi - DPCC",2021-05-24,74.39,143.5,24.59,4.14,2.15,19.98
"Anand Vihar, Delhi - DPCC",2021-05-25,49.6,110.47,30.99,1.0,1.52,33.6
"Anand Vihar, Delhi - DPCC",2021-05-26,53.61,174.13,53.8,2.88,2.29,27.59
"Anand Vihar, Delhi - DPCC",2021-05-27,70.47,165.35,45.22,3.24,2.4,25.19
"Anand Vihar, Delhi - DPCC",2021-05-28,39.38,91.77,21.29,1.21,1.78,28.92
"Anand Vihar, Delhi - DPCC",2021-05-29,37.2,95.3,17.36,2.44,1.03,26.55
"Anand Vihar, Delhi - DPCC",2021-05-30,47.05,112.05,25.47,3.34,1.46,25.78
"Anand Vihar, Delhi - DPCC",2021-05-31,83.63,148.38,43.05,6.36,1.75,23.38
"Anand Vihar, Delhi - DPCC",2021-06-01,65.58,177.54,32.21,5.0,1.09,32.12
"Anand Vihar, Delhi - DPCC",2021-06-02,79.98,150.97,36.75,6.62,1.99,25.77
"Anand Vihar, Delhi - DPCC",2021-06-03,111.86,204.12,44.6,12.43,1.74,34.43
"Anand Vihar, Delhi - DPCC",2021-06-04,113.29,212.05,38.11,10.34,2.04,48.47
"Anand Vihar, Delhi - DPCC",2021-06-05,61.69,167.97,37.67,3.51,1.81,27.65
"Anand Vihar, Delhi - DPCC",2021-06-06,84.3,225.49,54.83,1.38,1.44,26.12
"Anand Vihar, Delhi - DPCC",2021-06-07,91.92,218.91,55.48,8.45,1.95,29.43
"Anand Vihar, Delhi - DPCC",2021-06-08,173.52,414.35,41.72,4.43,1.4,13.47
"Anand Vihar, Delhi - DPCC",2021-06-09,124.59,354.51,33.91,1.56,1.65,16.67
"Anand Vihar, Delhi - DPCC",2021-06-10,86.1,198.4,22.02,2.47,1.65,18.55
"Anand Vihar, Delhi - DPCC",2021-06-11,100.9,257.52,31.04,3.94,2.48,25.22
"Anand Vihar, Delhi - DPCC",2021-06-12,51.25,119.57,25.04,2.23,3.4,19.22
"Anand Vihar, Delhi - DPCC",2021-06-13,51.6,108.8,32.73,3.54,1.77,21.59
"Anand Vihar, Delhi - DPCC",2021-06-14,55.43,112.65,32.51,2.74,1.63,24.27
"Anand Vihar, Delhi - DPCC",2021-06-15,55.43,133.24,28.64,3.18,1.13,20.58
"Anand Vihar, Delhi - DPCC",2021-06-16,45.91,96.99,30.51,4.58,1.63,23.79
"Anand Vihar, Delhi - DPCC",2021-06-17,60.57,128.6,27.93,1.78,1.72,21.74
"Anand Vihar, Delhi - DPCC",2021-06-18,27.5,122.0,24.47,3.28,1.05,15.47
"Anand Vihar, Delhi - DPCC",2021-06-19,41.11,69.94,19.6,29.28,1.86,16.81
"Anand Vihar, Delhi - DPCC",2021-06-20,43.46,59.67,13.75,4.93,2.56,13.84
"Anand Vihar, Delhi - DPCC",2021-06-21,51.94,113.62,34.72,9.62,1.8,18.74
"Anand Vihar, Delhi - DPCC",2021-06-22,61.17,168.49,41.34,4.49,1.9,19.42
"Anand Vihar, Delhi - DPCC",2021-06-23,98.61,246.65,47.63,4.88,1.65,23.46
"Anand Vihar, Delhi - DPCC",2021-06-24,63.19,126.81,24.61,3.45,1.33,13.16
"Anand Vihar, Delhi - DPCC",2021-06-25,95.22,208.49,38.48,5.39,1.4,17.64
"Anand Vihar, Delhi - DPCC",2021-06-26,83.62,177.9,36.77,3.9,1.73,8.94
"Anand Vihar, Delhi - DPCC",2021-06-27,107.84,205.34,31.45,3.13,1.58,13.14
"Anand Vihar, Delhi - DPCC",2021-06-28,97.82,187.05,41.54,3.37,1.69,14.15
"Anand Vihar, Delhi - DPCC",2021-06-29,122.23,258.36,49.29,3.25,1.83,13.94
