location,date,PM2.5_ground,PM10_ground,NO2_ground,SO2_ground,CO_ground,O3_ground
Mandir Marg  Delhi - DPCC ,2023-01-31,72.34,107.17,53.54,72.61,0.77,43.89
Mandir Marg  Delhi - DPCC ,2023-02-01,81.7,136.17,59.51,22.87,0.76,57.87
Mandir Marg  Delhi - DPCC ,2023-02-02,76.24,144.59,66.88,6.16,0.74,73.8
Mandir Marg  Delhi - DPCC ,2023-02-03,86.93,171.76,69.86,6.37,1.0,62.04
Mandir Marg  Delhi - DPCC ,2023-02-04,123.15,213.62,74.52,6.5,0.97,48.57
Mandir Marg  Delhi - DPCC ,2023-02-05,90.74,167.77,70.49,6.88,0.94,62.41
Mandir Marg  Delhi - DPCC ,2023-02-06,106.83,195.93,79.3,7.05,1.32,33.82
Mandir Marg  Delhi - DPCC ,2023-02-07,96.86,183.5,56.47,8.09,0.66,53.84
Mandir Marg  Delhi - DPCC ,2023-02-08,62.87,134.72,56.05,8.55,0.82,72.37
Mandir Marg  Delhi - DPCC ,2023-02-09,79.35,158.47,74.52,9.3,0.86,46.79
Mandir Marg  Delhi - DPCC ,2023-02-10,82.99,178.83,79.3,9.86,0.87,42.36
Mandir Marg  Delhi - DPCC ,2023-02-11,132.24,240.72,70.88,9.73,0.81,72.16
Mandir Marg  Delhi - DPCC ,2023-02-12,55.74,125.45,52.17,7.67,0.59,78.98
Mandir Marg  Delhi - DPCC ,2023-02-13,44.1,139.17,51.85,6.74,0.62,70.6
Mandir Marg  Delhi - DPCC ,2023-02-14,55.87,139.22,56.6,7.46,0.71,64.12
Mandir Marg  Delhi - DPCC ,2023-02-15,83.21,182.91,60.57,6.84,0.8,52.69
Mandir Marg  Delhi - DPCC ,2023-02-16,143.4,265.78,79.96,10.5,1.32,35.42
Mandir Marg  Delhi - DPCC ,2023-02-17,198.05,320.86,85.27,12.13,1.61,43.43
Mandir Marg  Delhi - DPCC ,2023-02-18,185.38,298.69,74.08,10.89,0.94,39.65
Mandir Marg  Delhi - DPCC ,2023-02-19,148.11,240.3,73.04,8.28,1.01,49.35
Mandir Marg  Delhi - DPCC ,2023-02-20,128.77,243.97,74.75,7.8,0.96,38.28
Mandir Marg  Delhi - DPCC ,2023-02-21,113.4,219.88,63.6,8.45,0.8,51.57
Mandir Marg  Delhi - DPCC ,2023-02-22,122.33,222.16,60.87,8.54,0.93,37.87
Mandir Marg  Delhi - DPCC ,2023-02-23,72.61,154.1,57.29,7.77,0.62,39.46
Mandir Marg  Delhi - DPCC ,2023-02-24,74.77,169.5,64.22,7.57,0.85,54.95
Mandir Marg  Delhi - DPCC ,2023-02-25,115.42,218.97,69.83,7.87,1.24,24.46
Mandir Marg  Delhi - DPCC ,2023-02-26,137.82,243.22,77.88,7.64,1.06,73.1
Mandir Marg  Delhi - DPCC ,2023-02-27,106.39,207.95,73.74,8.26,0.83,73.48
Mandir Marg  Delhi - DPCC ,2023-02-28,76.09,175.06,68.44,7.37,0.8,34.58
Mandir Marg  Delhi - DPCC ,2023-03-01,61.98,163.3,69.92,8.74,1.13,47.09
Mandir Marg  Delhi - DPCC ,2023-03-02,84.84,181.52,66.26,8.49,0.83,28.23
Mandir Marg  Delhi - DPCC ,2023-03-03,53.25,127.55,53.97,6.73,0.75,50.11
Mandir Marg  Delhi - DPCC ,2023-03-04,53.75,128.15,53.67,8.46,0.9,60.38
Mandir Marg  Delhi - DPCC ,2023-03-05,56.87,116.42,55.69,8.44,0.84,83.87
Mandir Marg  Delhi - DPCC ,2023-03-06,59.99,121.86,55.94,9.04,0.95,68.04
Mandir Marg  Delhi - DPCC ,2023-03-07,78.13,142.05,69.05,9.09,1.27,69.1
Mandir Marg  Delhi - DPCC ,2023-03-08,102.54,168.49,67.8,5.93,1.13,99.0
Mandir Marg  Delhi - DPCC ,2023-03-09,57.64,126.35,53.76,7.46,0.95,104.14
Mandir Marg  Delhi - DPCC ,2023-03-10,86.36,163.45,61.35,6.78,1.11,70.82
Mandir Marg  Delhi - DPCC ,2023-03-11,75.72,151.46,66.06,8.36,1.27,65.65
Mandir Marg  Delhi - DPCC ,2023-03-12,75.2,160.91,78.79,8.69,1.06,60.74
Mandir Marg  Delhi - DPCC ,2023-03-13,88.73,187.51,64.4,9.49,1.26,62.37
Mandir Marg  Delhi - DPCC ,2023-03-14,84.17,176.55,60.45,7.9,1.11,69.98
Mandir Marg  Delhi - DPCC ,2023-03-15,71.83,176.52,72.46,8.85,1.43,39.23
Mandir Marg  Delhi - DPCC ,2023-03-16,93.8,200.72,73.85,7.94,0.96,73.26
Mandir Marg  Delhi - DPCC ,2023-03-17,93.14,198.4,72.44,7.82,1.25,55.14
Mandir Marg  Delhi - DPCC ,2023-03-18,68.2,122.3,61.09,6.49,1.05,27.29
Mandir Marg  Delhi - DPCC ,2023-03-19,75.87,134.98,52.13,7.0,1.16,57.7
Mandir Marg  Delhi - DPCC ,2023-03-20,42.99,106.15,51.51,7.44,1.0,44.27
Mandir Marg  Delhi - DPCC ,2023-03-21,42.15,84.48,47.65,7.51,1.12,56.44
Mandir Marg  Delhi - DPCC ,2023-03-22,88.94,158.19,54.65,6.15,1.12,52.53
Mandir Marg  Delhi - DPCC ,2023-03-23,55.44,125.21,53.48,6.05,1.04,43.2
Mandir Marg  Delhi - DPCC ,2023-03-24,79.19,167.46,62.93,9.03,1.31,24.69
Mandir Marg  Delhi - DPCC ,2023-03-25,29.68,68.05,51.06,5.66,1.03,45.09
Mandir Marg  Delhi - DPCC ,2023-03-26,60.73,173.19,54.81,7.48,0.89,49.4
Mandir Marg  Delhi - DPCC ,2023-03-27,51.62,114.12,51.62,8.35,0.9,65.87
Mandir Marg  Delhi - DPCC ,2023-03-28,61.48,160.59,58.0,6.81,1.04,50.55
Mandir Marg  Delhi - DPCC ,2023-03-29,63.54,146.98,59.15,7.74,1.12,57.29
Mandir Marg  Delhi - DPCC ,2023-03-30,73.42,148.76,57.48,8.32,1.03,45.93
Mandir Marg  Delhi - DPCC ,2023-03-31,25.44,60.0,55.16,7.9,0.95,48.35
Mandir Marg  Delhi - DPCC ,2023-04-01,35.63,79.12,53.11,7.18,0.93,55.63
Mandir Marg  Delhi - DPCC ,2023-04-02,47.62,106.61,51.53,6.91,1.1,71.72
Mandir Marg  Delhi - DPCC ,2023-04-03,62.23,138.43,69.77,9.21,1.26,64.86
Mandir Marg  Delhi - DPCC ,2023-04-04,37.65,99.0,105.24,7.05,0.92,55.57
Mandir Marg  Delhi - DPCC ,2023-04-05,40.79,127.23,102.49,7.84,1.06,72.46
Mandir Marg  Delhi - DPCC ,2023-04-06,36.82,128.39,107.48,6.68,0.73,90.58
Mandir Marg  Delhi - DPCC ,2023-04-07,43.09,129.4,114.35,9.92,0.94,60.94
Mandir Marg  Delhi - DPCC ,2023-04-08,57.89,137.72,104.67,7.6,1.0,73.33
Mandir Marg  Delhi - DPCC ,2023-04-09,88.53,191.26,128.74,9.8,1.19,63.23
Mandir Marg  Delhi - DPCC ,2023-04-10,71.27,170.91,133.1,10.92,1.1,71.85
Mandir Marg  Delhi - DPCC ,2023-04-11,122.41,257.33,126.49,10.95,1.16,59.3
Mandir Marg  Delhi - DPCC ,2023-04-12,73.27,208.01,128.88,10.41,0.94,57.95
Mandir Marg  Delhi - DPCC ,2023-04-13,75.79,204.78,130.87,8.78,1.07,49.98
Mandir Marg  Delhi - DPCC ,2023-04-14,83.08,199.36,133.31,9.26,1.0,48.51
Mandir Marg  Delhi - DPCC ,2023-04-15,73.01,212.47,141.47,8.73,1.19,59.17
Mandir Marg  Delhi - DPCC ,2023-04-16,65.41,202.24,136.82,9.45,1.14,41.37
Mandir Marg  Delhi - DPCC ,2023-04-17,52.46,192.5,131.3,9.2,1.22,54.62
Mandir Marg  Delhi - DPCC ,2023-04-18,51.2,196.18,130.96,8.45,1.03,35.84
Mandir Marg  Delhi - DPCC ,2023-04-19,53.55,254.43,125.18,8.28,0.8,65.82
Mandir Marg  Delhi - DPCC ,2023-04-20,30.38,131.38,119.59,8.34,0.9,52.72
Mandir Marg  Delhi - DPCC ,2023-04-21,36.56,144.01,130.85,9.42,0.82,68.85
Mandir Marg  Delhi - DPCC ,2023-04-22,33.67,133.27,132.92,8.41,0.82,92.61
Mandir Marg  Delhi - DPCC ,2023-04-23,17.12,97.56,127.49,8.02,0.76,91.54
Mandir Marg  Delhi - DPCC ,2023-04-24,53.92,171.65,146.7,10.17,0.97,60.73
Mandir Marg  Delhi - DPCC ,2023-04-25,51.38,160.21,143.72,8.63,1.09,79.85
Mandir Marg  Delhi - DPCC ,2023-04-26,74.18,200.17,151.77,9.47,1.06,64.77
Mandir Marg  Delhi - DPCC ,2023-04-27,70.7,222.5,152.41,6.68,0.92,84.02
Mandir Marg  Delhi - DPCC ,2023-04-28,70.08,196.31,153.56,9.96,1.14,69.29
Mandir Marg  Delhi - DPCC ,2023-04-29,60.77,200.46,148.99,8.19,0.93,53.5
Mandir Marg  Delhi - DPCC ,2023-04-30,40.51,103.35,145.23,7.86,0.9,64.09
Mandir Marg  Delhi - DPCC ,2023-05-01,42.73,81.28,126.12,7.42,0.93,26.44
Mandir Marg  Delhi - DPCC ,2023-05-02,36.65,81.6,77.84,7.63,0.93,31.16
Mandir Marg  Delhi - DPCC ,2023-05-03,40.16,92.18,27.29,7.77,0.98,12.66
Mandir Marg  Delhi - DPCC ,2023-05-04,51.58,112.49,45.42,7.0,1.1,45.23
Mandir Marg  Delhi - DPCC ,2023-05-05,70.02,144.07,65.06,7.28,1.07,62.88
Mandir Marg  Delhi - DPCC ,2023-05-06,93.19,192.46,60.66,7.24,0.93,52.35
Mandir Marg  Delhi - DPCC ,2023-05-07,57.63,156.74,68.14,8.79,0.76,64.96
Mandir Marg  Delhi - DPCC ,2023-05-08,45.75,135.99,74.05,7.6,1.01,45.02
Mandir Marg  Delhi - DPCC ,2023-05-09,92.71,230.28,73.99,7.03,1.05,68.42
Mandir Marg  Delhi - DPCC ,2023-05-10,74.2,182.31,74.83,8.88,1.06,77.0
Mandir Marg  Delhi - DPCC ,2023-05-11,118.13,245.99,91.12,8.99,1.15,65.53
Mandir Marg  Delhi - DPCC ,2023-05-12,81.17,204.67,100.72,8.85,1.11,60.83
Mandir Marg  Delhi - DPCC ,2023-05-13,77.27,207.07,90.61,7.48,1.13,64.27
Mandir Marg  Delhi - DPCC ,2023-05-14,88.75,254.28,86.59,8.92,1.03,63.35
Mandir Marg  Delhi - DPCC ,2023-05-15,27.01,160.39,75.58,5.47,0.78,74.04
Mandir Marg  Delhi - DPCC ,2023-05-16,121.71,488.38,72.38,8.03,0.96,70.52
Mandir Marg  Delhi - DPCC ,2023-05-17,78.3,303.97,76.91,9.18,0.83,47.47
Mandir Marg  Delhi - DPCC ,2023-05-18,37.0,117.2,70.82,7.11,0.89,79.74
Mandir Marg  Delhi - DPCC ,2023-05-19,54.92,163.32,75.12,7.46,0.93,87.25
Mandir Marg  Delhi - DPCC ,2023-05-20,51.19,170.14,69.66,9.49,1.19,70.37
Mandir Marg  Delhi - DPCC ,2023-05-21,71.48,182.17,85.97,9.55,1.24,43.49
Mandir Marg  Delhi - DPCC ,2023-05-22,56.72,235.48,69.0,6.79,1.0,28.45
Mandir Marg  Delhi - DPCC ,2023-05-23,41.88,174.12,52.12,8.33,0.57,35.34
Mandir Marg  Delhi - DPCC ,2023-05-24,19.59,61.24,51.77,2.83,0.89,52.46
Mandir Marg  Delhi - DPCC ,2023-05-25,30.88,107.75,56.93,8.25,0.85,74.54
Mandir Marg  Delhi - DPCC ,2023-05-26,25.82,68.89,65.45,5.78,1.0,67.48
Mandir Marg  Delhi - DPCC ,2023-05-27,33.5,73.1,64.72,5.1,1.13,55.81
Mandir Marg  Delhi - DPCC ,2023-05-28,52.52,117.47,66.97,6.04,1.11,53.59
Mandir Marg  Delhi - DPCC ,2023-05-29,43.66,118.1,59.9,7.02,1.11,46.36
Mandir Marg  Delhi - DPCC ,2023-05-30,42.34,90.6,61.68,6.23,0.99,49.75
Mandir Marg  Delhi - DPCC ,2023-05-31,27.52,66.01,55.92,6.54,0.96,43.88
Mandir Marg  Delhi - DPCC ,2023-06-01,41.74,91.74,58.82,5.36,0.9,60.86
Mandir Marg  Delhi - DPCC ,2023-06-02,38.51,99.32,54.04,7.32,0.89,67.48
Mandir Marg  Delhi - DPCC ,2023-06-03,44.64,101.8,54.51,9.8,1.06,67.99
Mandir Marg  Delhi - DPCC ,2023-06-04,80.35,176.77,60.82,8.94,0.94,71.96
Mandir Marg  Delhi - DPCC ,2023-06-05,54.3,110.32,49.35,7.52,1.05,98.48
Mandir Marg  Delhi - DPCC ,2023-06-06,67.54,139.51,54.55,4.11,0.84,104.95
Mandir Marg  Delhi - DPCC ,2023-06-07,60.31,244.47,49.38,4.19,1.04,91.79
Mandir Marg  Delhi - DPCC ,2023-06-08,43.64,148.52,57.78,5.48,1.06,59.74
Mandir Marg  Delhi - DPCC ,2023-06-09,35.66,140.8,52.14,4.64,0.83,77.1
Mandir Marg  Delhi - DPCC ,2023-06-10,33.29,149.21,50.26,5.69,0.84,66.8
Mandir Marg  Delhi - DPCC ,2023-06-11,52.38,153.53,49.58,4.66,0.87,97.35
Mandir Marg  Delhi - DPCC ,2023-06-12,69.66,184.01,49.2,5.34,0.93,100.01
Mandir Marg  Delhi - DPCC ,2023-06-13,90.62,270.85,45.79,5.2,0.79,54.91
Mandir Marg  Delhi - DPCC ,2023-06-14,70.02,233.16,42.51,5.47,0.75,63.53
Mandir Marg  Delhi - DPCC ,2023-06-15,52.24,153.11,44.26,4.3,0.84,68.72
Mandir Marg  Delhi - DPCC ,2023-06-16,39.53,114.31,46.07,8.87,1.02,54.46
Mandir Marg  Delhi - DPCC ,2023-06-17,15.77,95.93,46.47,12.88,0.89,42.01
Mandir Marg  Delhi - DPCC ,2023-06-18,14.81,113.51,45.98,10.53,0.87,48.28
Mandir Marg  Delhi - DPCC ,2023-06-19,11.02,71.24,41.92,10.96,0.98,29.62
Mandir Marg  Delhi - DPCC ,2023-06-20,18.94,104.17,44.89,10.96,0.97,46.84
Mandir Marg  Delhi - DPCC ,2023-06-21,16.85,104.94,46.69,9.05,0.91,50.68
Mandir Marg  Delhi - DPCC ,2023-06-22,18.72,114.33,45.31,8.2,1.04,35.3
Mandir Marg  Delhi - DPCC ,2023-06-23,23.83,136.61,43.46,8.66,0.99,39.48
Mandir Marg  Delhi - DPCC ,2023-06-24,25.79,139.11,47.58,7.91,1.03,46.2
Mandir Marg  Delhi - DPCC ,2023-06-25,11.62,60.25,41.95,5.72,0.97,42.16
Mandir Marg  Delhi - DPCC ,2023-06-26,15.86,90.3,43.09,6.94,1.01,45.22
Mandir Marg  Delhi - DPCC ,2023-06-27,15.16,84.25,44.78,8.48,1.03,40.78
Mandir Marg  Delhi - DPCC ,2023-06-28,14.38,88.94,41.49,8.32,0.99,41.4
Mandir Marg  Delhi - DPCC ,2023-06-29,20.06,99.13,40.06,9.09,0.94,44.5
Mandir Marg  Delhi - DPCC ,2023-06-30,8.62,53.67,41.37,8.18,0.99,50.59
Mandir Marg  Delhi - DPCC ,2023-07-01,10.71,59.49,41.51,17.79,0.91,52.74
Mandir Marg  Delhi - DPCC ,2023-07-02,16.0,61.7,40.33,17.62,0.94,36.72
Mandir Marg  Delhi - DPCC ,2023-07-03,71.86,158.93,43.89,9.18,1.01,47.0
Mandir Marg  Delhi - DPCC ,2023-07-04,44.8,117.1,56.04,14.21,0.99,32.27
Mandir Marg  Delhi - DPCC ,2023-07-05,35.55,83.1,50.45,12.75,0.98,31.46
Mandir Marg  Delhi - DPCC ,2023-07-06,27.14,56.72,49.66,9.9,0.93,26.95
Mandir Marg  Delhi - DPCC ,2023-07-07,30.62,69.11,50.83,8.01,0.92,21.52
Mandir Marg  Delhi - DPCC ,2023-07-08,26.05,47.93,45.18,9.61,0.99,23.48
Mandir Marg  Delhi - DPCC ,2023-07-09,23.93,49.09,40.36,7.54,0.93,15.25
Mandir Marg  Delhi - DPCC ,2023-07-10,21.52,52.37,42.37,6.37,1.01,23.14
Mandir Marg  Delhi - DPCC ,2023-07-11,36.83,78.61,43.83,6.96,1.02,23.17
Mandir Marg  Delhi - DPCC ,2023-07-12,29.74,64.88,44.99,8.14,0.97,41.84
Mandir Marg  Delhi - DPCC ,2023-07-13,36.38,79.56,45.19,7.59,0.92,29.64
Mandir Marg  Delhi - DPCC ,2023-07-14,35.61857142857143,80.57857142857144,45.58857142857143,7.951428571428571,0.9342857142857143,30.82857142857143
Mandir Marg  Delhi - DPCC ,2023-07-15,34.85714285714286,81.59714285714286,45.98714285714286,8.312857142857142,0.9485714285714286,32.01714285714286
Mandir Marg  Delhi - DPCC ,2023-07-16,34.09571428571429,82.61571428571429,46.385714285714286,8.674285714285714,0.9628571428571429,33.205714285714286
Mandir Marg  Delhi - DPCC ,2023-07-17,33.33428571428571,83.63428571428571,46.78428571428571,9.035714285714285,0.9771428571428572,34.394285714285715
Mandir Marg  Delhi - DPCC ,2023-07-18,32.572857142857146,84.65285714285714,47.18285714285714,9.397142857142857,0.9914285714285714,35.582857142857144
Mandir Marg  Delhi - DPCC ,2023-07-19,31.81142857142857,85.67142857142858,47.58142857142857,9.758571428571429,1.0057142857142858,36.77142857142857
Mandir Marg  Delhi - DPCC ,2023-07-20,31.05,86.69,47.98,10.12,1.02,37.96
Mandir Marg  Delhi - DPCC ,2023-07-21,40.03,97.22,44.86,11.43,0.96,19.46
Mandir Marg  Delhi - DPCC ,2023-07-22,32.49,78.52,43.97,12.78,0.89,22.85
Mandir Marg  Delhi - DPCC ,2023-07-23,23.77,64.14,44.49,11.82,0.89,22.24
Mandir Marg  Delhi - DPCC ,2023-07-24,26.86,68.71,45.32,11.82,0.88,21.48
Mandir Marg  Delhi - DPCC ,2023-07-25,38.09,84.27,46.3,13.39,0.99,28.55
Mandir Marg  Delhi - DPCC ,2023-07-26,19.08,55.48,47.75,9.65,1.04,22.33
Mandir Marg  Delhi - DPCC ,2023-07-27,29.73,78.66,48.12,9.86,0.98,34.23
Mandir Marg  Delhi - DPCC ,2023-07-28,26.51,63.54,44.95,6.57,0.94,51.66
Mandir Marg  Delhi - DPCC ,2023-07-29,10.49,47.46,37.6,9.37,0.82,14.89
Mandir Marg  Delhi - DPCC ,2023-07-30,26.46,49.83,40.31,7.07,0.86,25.43
Mandir Marg  Delhi - DPCC ,2023-07-31,41.36,83.83,37.03,5.49,0.95,29.85
Mandir Marg  Delhi - DPCC ,2023-08-01,34.47,80.2,33.99,4.28,0.91,22.57
Mandir Marg  Delhi - DPCC ,2023-08-02,37.02,84.11,33.09,5.47,0.85,21.56
Mandir Marg  Delhi - DPCC ,2023-08-03,37.39,84.86,30.97,8.46,0.81,22.18
Mandir Marg  Delhi - DPCC ,2023-08-04,41.29,89.88,34.45,14.24,0.9,23.28
Mandir Marg  Delhi - DPCC ,2023-08-05,26.81,67.24,33.86,12.08,1.02,16.73
Mandir Marg  Delhi - DPCC ,2023-08-06,27.6,87.69,32.59,11.65,0.77,19.09
Mandir Marg  Delhi - DPCC ,2023-08-07,26.87,107.62,31.6,8.84,0.84,21.62
Mandir Marg  Delhi - DPCC ,2023-08-08,25.99,118.94,34.3,10.67,0.8,21.34
Mandir Marg  Delhi - DPCC ,2023-08-09,30.45,121.18,32.24,9.86,0.89,20.62
Mandir Marg  Delhi - DPCC ,2023-08-10,44.08,133.31,39.33,9.74,0.87,17.02
Mandir Marg  Delhi - DPCC ,2023-08-11,47.1,133.84,39.93,10.53,0.76,22.14
Mandir Marg  Delhi - DPCC ,2023-08-12,34.66,127.44,40.26,9.19,0.78,27.48
Mandir Marg  Delhi - DPCC ,2023-08-13,37.87,101.24,42.23,9.33,0.83,23.47
Mandir Marg  Delhi - DPCC ,2023-08-14,48.96,110.66,45.92,9.43,0.86,23.47
Mandir Marg  Delhi - DPCC ,2023-08-15,53.28,97.32,42.35,9.09,0.99,21.77
Mandir Marg  Delhi - DPCC ,2023-08-16,49.85,117.91,41.6,10.54,0.88,26.41
Mandir Marg  Delhi - DPCC ,2023-08-17,18.15,138.65,41.77,10.4,0.88,21.82
Mandir Marg  Delhi - DPCC ,2023-08-18,25.05,171.8,38.48,10.63,0.84,30.64
Mandir Marg  Delhi - DPCC ,2023-08-19,16.11,82.04,51.01,10.61,1.0,26.32
Mandir Marg  Delhi - DPCC ,2023-08-20,15.26,72.05,53.07,10.04,0.89,35.62
Mandir Marg  Delhi - DPCC ,2023-08-21,15.16,82.54,51.99,9.69,0.94,33.78
Mandir Marg  Delhi - DPCC ,2023-08-22,10.95,82.4,51.88,8.48,0.91,22.92
Mandir Marg  Delhi - DPCC ,2023-08-23,8.27,55.47,48.99,10.41,0.95,10.23
Mandir Marg  Delhi - DPCC ,2023-08-24,9.31,92.9,47.43,9.73,0.76,17.08
Mandir Marg  Delhi - DPCC ,2023-08-25,21.28,117.8,45.1,10.34,0.9,19.46
Mandir Marg  Delhi - DPCC ,2023-08-26,33.86,178.44,42.07,10.83,0.78,24.02
Mandir Marg  Delhi - DPCC ,2023-08-27,30.82,211.69,38.75,8.63,0.76,24.18
Mandir Marg  Delhi - DPCC ,2023-08-28,28.66,169.33,39.37,10.12,0.86,17.77
Mandir Marg  Delhi - DPCC ,2023-08-29,28.71,149.62,39.82,8.75,0.88,20.99
Mandir Marg  Delhi - DPCC ,2023-08-30,33.05,144.09,40.01,8.92,0.82,26.33
Mandir Marg  Delhi - DPCC ,2023-08-31,33.19,134.41,41.04,9.53,0.83,25.63
Mandir Marg  Delhi - DPCC ,2023-09-01,26.15,136.78,40.19,9.75,0.84,20.57
Mandir Marg  Delhi - DPCC ,2023-09-02,30.05,147.54,39.7,10.87,0.81,14.81
Mandir Marg  Delhi - DPCC ,2023-09-03,31.54,152.51,45.44,9.04,0.84,4.19
Mandir Marg  Delhi - DPCC ,2023-09-04,34.03,143.76,48.19,9.42,0.87,4.1
Mandir Marg  Delhi - DPCC ,2023-09-05,39.14,117.27,39.09,9.48,0.77,13.09
Mandir Marg  Delhi - DPCC ,2023-09-06,27.42,105.05,31.8,5.77,0.64,12.03
Mandir Marg  Delhi - DPCC ,2023-09-07,26.67,67.99,32.33,3.7,0.85,17.33
Mandir Marg  Delhi - DPCC ,2023-09-08,18.07,58.71,29.49,4.6,0.4,18.4
Mandir Marg  Delhi - DPCC ,2023-09-09,10.14,27.46,26.4,4.3,0.55,14.44
Mandir Marg  Delhi - DPCC ,2023-09-10,6.19,16.27,24.55,3.8,0.53,13.31
Mandir Marg  Delhi - DPCC ,2023-09-11,20.41,52.77,28.79,4.48,0.62,12.9
Mandir Marg  Delhi - DPCC ,2023-09-12,31.38,76.65,30.62,4.76,0.68,14.06
Mandir Marg  Delhi - DPCC ,2023-09-13,42.34,80.24,29.73,4.74,0.68,14.99
Mandir Marg  Delhi - DPCC ,2023-09-14,45.09,89.8,26.6,4.39,0.67,14.18
Mandir Marg  Delhi - DPCC ,2023-09-15,25.0,55.73,29.2,7.6,0.77,15.12
Mandir Marg  Delhi - DPCC ,2023-09-16,25.49,61.5,26.75,6.7,0.59,7.71
Mandir Marg  Delhi - DPCC ,2023-09-17,22.31,54.19,25.74,6.6,0.58,9.94
Mandir Marg  Delhi - DPCC ,2023-09-18,17.03,47.95,25.91,7.0,0.53,10.2
Mandir Marg  Delhi - DPCC ,2023-09-19,25.36,69.01,25.38,6.34,0.63,10.43
Mandir Marg  Delhi - DPCC ,2023-09-20,41.6,81.48,24.33,6.57,0.68,18.03
Mandir Marg  Delhi - DPCC ,2023-09-21,37.93,78.69,26.79,6.6,0.66,13.4
Mandir Marg  Delhi - DPCC ,2023-09-22,46.55,87.75,26.65,6.58,0.68,12.41
Mandir Marg  Delhi - DPCC ,2023-09-23,42.76,77.0,26.91,6.83,0.75,12.06
Mandir Marg  Delhi - DPCC ,2023-09-24,50.46,94.89,28.51,6.4,0.74,13.33
Mandir Marg  Delhi - DPCC ,2023-09-25,61.47,104.76,29.25,6.29,0.68,19.29
Mandir Marg  Delhi - DPCC ,2023-09-26,73.7,140.86,29.37,5.82,0.68,16.58
Mandir Marg  Delhi - DPCC ,2023-09-27,50.62,119.17,28.3,6.26,0.58,15.99
Mandir Marg  Delhi - DPCC ,2023-09-28,49.51,129.52,29.84,4.96,0.63,19.49
Mandir Marg  Delhi - DPCC ,2023-09-29,66.44,149.66,32.87,5.72,0.66,22.51
Mandir Marg  Delhi - DPCC ,2023-09-30,57.6,155.22,31.04,15.46,0.61,22.06
Mandir Marg  Delhi - DPCC ,2023-10-01,58.98,163.01,30.63,6.52,0.59,23.59
Mandir Marg  Delhi - DPCC ,2023-10-02,54.0,132.24,32.31,6.36,0.6,20.32
Mandir Marg  Delhi - DPCC ,2023-10-03,56.36,159.22,35.16,6.58,0.57,21.13
Mandir Marg  Delhi - DPCC ,2023-10-04,66.05,168.83,35.1,7.02,0.63,23.06
Mandir Marg  Delhi - DPCC ,2023-10-05,72.57,176.94,38.12,7.05,0.76,21.25
Mandir Marg  Delhi - DPCC ,2023-10-06,75.34,177.45,37.94,6.81,0.86,17.85
Mandir Marg  Delhi - DPCC ,2023-10-07,67.12,156.84,18.5,2.85,0.81,5.81
Mandir Marg  Delhi - DPCC ,2023-10-08,48.43,134.24,16.7,2.42,0.61,6.2
Mandir Marg  Delhi - DPCC ,2023-10-09,56.25,153.42,17.26,2.97,0.4,8.38
Mandir Marg  Delhi - DPCC ,2023-10-10,57.95,158.69,18.37,3.7,0.3,12.68
Mandir Marg  Delhi - DPCC ,2023-10-11,79.95,164.02,18.88,4.19,0.3,13.24
Mandir Marg  Delhi - DPCC ,2023-10-12,107.18,206.0,21.77,2.68,0.3,15.41
Mandir Marg  Delhi - DPCC ,2023-10-13,122.01,238.82,23.75,2.73,0.54,16.72
Mandir Marg  Delhi - DPCC ,2023-10-14,92.68,193.12,23.57,2.75,0.54,13.54
Mandir Marg  Delhi - DPCC ,2023-10-15,77.91,206.3,22.54,2.46,0.74,17.11
Mandir Marg  Delhi - DPCC ,2023-10-16,56.96,173.07,20.16,2.92,0.23,14.57
Mandir Marg  Delhi - DPCC ,2023-10-17,42.96,90.71,21.19,2.27,0.49,12.68
Mandir Marg  Delhi - DPCC ,2023-10-18,48.51,102.09,20.29,3.07,0.26,12.09
Mandir Marg  Delhi - DPCC ,2023-10-19,46.1,99.89,21.27,2.8,0.47,15.08
Mandir Marg  Delhi - DPCC ,2023-10-20,83.43,141.42,22.38,2.3,0.42,16.97
Mandir Marg  Delhi - DPCC ,2023-10-21,134.21,213.91,26.87,2.87,0.57,20.81
Mandir Marg  Delhi - DPCC ,2023-10-22,149.81,242.64,26.84,2.99,0.95,19.14
Mandir Marg  Delhi - DPCC ,2023-10-23,127.58,195.29,23.37,2.3,0.67,13.34
Mandir Marg  Delhi - DPCC ,2023-10-24,94.52,164.46,24.63,2.3,0.62,13.68
Mandir Marg  Delhi - DPCC ,2023-10-25,121.76,198.88,25.64,2.61,0.63,15.75
Mandir Marg  Delhi - DPCC ,2023-10-26,104.06,187.84,24.67,2.51,0.96,17.52
Mandir Marg  Delhi - DPCC ,2023-10-27,130.43,228.93,28.88,2.18,1.9,16.06
Mandir Marg  Delhi - DPCC ,2023-10-28,139.58,244.29,33.09,2.33,1.87,20.08
Mandir Marg  Delhi - DPCC ,2023-10-29,147.96,261.69,36.31,2.69,1.91,22.43
Mandir Marg  Delhi - DPCC ,2023-10-30,168.96,308.21,34.86,2.96,1.93,47.54
Mandir Marg  Delhi - DPCC ,2023-10-31,194.48,317.98,33.81,2.93,1.38,32.07
Mandir Marg  Delhi - DPCC ,2023-11-01,174.74,283.58,31.74,2.74,1.26,28.88
Mandir Marg  Delhi - DPCC ,2023-11-02,319.55,457.48,33.99,2.62,1.58,13.71
